,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
73,MarsWxReport,Mars Weather,786939553,595392488698851328,/MarsWxReport/status/595392488698851328,2015-05-05 01:00:05,1430787605,"Sol 973 (May 02, 2015): Sunny, high -4C/24F, low -72C/-97F, pressure  at 8.44 hPa, daylight 06:47-18:53","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 973 (May 02, 2015): Sunny, high -4C/24F, low -72C/-97F, pressure  at 8.44 hPa, daylight 06:47-18:53</p>",[],[],False,[],,5,7,0,False,False,,[]
74,MarsWxReport,Mars Weather,786939553,594305321167794176,/MarsWxReport/status/594305321167794176,2015-05-02 01:00:04,1430528404,"Sol 970 (April 29, 2015): Sunny, high -4C/24F, low -71C/-95F, pressure  at 8.49 hPa, daylight 06:47-18:54","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 970 (April 29, 2015): Sunny, high -4C/24F, low -71C/-95F, pressure  at 8.49 hPa, daylight 06:47-18:54</p>",[],[],False,[],,2,7,0,False,False,,[]
75,Stormdesk,Kyle @Stormdesk,20629966,593580995833667584,/Stormdesk/status/593580995833667584,2015-04-30 01:01:52,1430355712,"#MarsWX RT @MarsWxReport: Sol 968 (April 27, 2015): Sunny, high -3C/26F, low -71C/-95F, pressure  at 8.48 hPa, daylight 06:47-18:54","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MarsWX?src=hash""><s>#</s><b>MarsWX</b></a> RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Sol 968 (April 27, 2015): Sunny, high -3C/26F, low -71C/-95F, pressure  at 8.48 hPa, daylight 06:47-18:54</p>",[],['MarsWX'],False,[],,0,0,0,False,False,,[]
76,MarsWxReport,Mars Weather,786939553,593580546816540672,/MarsWxReport/status/593580546816540672,2015-04-30 01:00:05,1430355605,"Sol 968 (April 27, 2015): Sunny, high -3C/26F, low -71C/-95F, pressure  at 8.48 hPa, daylight 06:47-18:54","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 968 (April 27, 2015): Sunny, high -3C/26F, low -71C/-95F, pressure  at 8.48 hPa, daylight 06:47-18:54</p>",[],[],False,[],,1,5,0,False,False,,[]
77,MarsWxReport,Mars Weather,786939553,592855775283945474,/MarsWxReport/status/592855775283945474,2015-04-28 01:00:06,1430182806,"Sol 965 (April 24, 2015): Sunny, high -10C/14F, low -75C/-103F, pressure  at 8.47 hPa, daylight 06:47-18:54","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 965 (April 24, 2015): Sunny, high -10C/14F, low -75C/-103F, pressure  at 8.47 hPa, daylight 06:47-18:54</p>",[],[],False,[],,3,2,0,False,False,,[]
78,MarsWxReport,Mars Weather,786939553,591959606609334272,/MarsWxReport/status/591959606609334272,2015-04-25 13:39:02,1429969142,"Exactly 4000 Sols ago, @MarsRovers
Opportunity began its 90 sol primary mission
http://mars.nasa.gov/mer/home/ pic.twitter.com/sDsGMJ065D","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Exactly 4000 Sols ago, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15165502"" dir=""ltr"" href=""/MarsRovers""><s>@</s><b>MarsRovers</b></a>
Opportunity began its 90 sol primary mission
<a class=""twitter-timeline-link"" data-expanded-url=""http://mars.nasa.gov/mer/home/"" dir=""ltr"" href=""http://t.co/q2YHDhz92b"" rel=""nofollow noopener"" target=""_blank"" title=""http://mars.nasa.gov/mer/home/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">mars.nasa.gov/mer/home/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/sDsGMJ065D"">pic.twitter.com/sDsGMJ065D</a></p>",['http://mars.nasa.gov/mer/home/'],[],True,['https://pbs.twimg.com/media/CDX9a53WEAAMI7N.jpg'],,15,27,0,False,False,,[]
79,MarsWxReport,Mars Weather,786939553,591768606146342912,/MarsWxReport/status/591768606146342912,2015-04-25 01:00:04,1429923604,"Sol 963 (April 22, 2015): Sunny, high -5C/23F, low -71C/-95F, pressure  at 8.5 hPa, daylight 06:46-18:55","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 963 (April 22, 2015): Sunny, high -5C/23F, low -71C/-95F, pressure  at 8.5 hPa, daylight 06:46-18:55</p>",[],[],False,[],,2,5,0,False,False,,[]
80,MarsWxReport,Mars Weather,786939553,786370890585866240,/MarsWxReport/status/786370890585866240,2016-10-13 01:00:05,1476320405,"Sol 1486 (Oct 10, 2016): Sunny, high -1C/30F, low -71C/-95F, pressure  at 9.01 hPa, daylight 05:33-17:48","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1486 (Oct 10, 2016): Sunny, high -1C/30F, low -71C/-95F, pressure  at 9.01 hPa, daylight 05:33-17:48</p>",[],[],False,[],,15,7,0,False,False,,[]
81,MarsWxReport,Mars Weather,786939553,785646114703761409,/MarsWxReport/status/785646114703761409,2016-10-11 01:00:05,1476147605,"Sol 1484 (Oct 08, 2016): Sunny, high 4C/39F, low -68C/-90F, pressure  at 8.95 hPa, daylight 05:32-17:47","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1484 (Oct 08, 2016): Sunny, high 4C/39F, low -68C/-90F, pressure  at 8.95 hPa, daylight 05:32-17:47</p>",[],[],False,[],,14,10,0,False,False,,[]
82,MarsWxReport,Mars Weather,786939553,784558949467054080,/MarsWxReport/status/784558949467054080,2016-10-08 01:00:04,1475888404,"Sol 1481 (Oct 05, 2016): Sunny, high 1C/33F, low -70C/-94F, pressure  at 8.93 hPa, daylight 05:31-17:45","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1481 (Oct 05, 2016): Sunny, high 1C/33F, low -70C/-94F, pressure  at 8.93 hPa, daylight 05:31-17:45</p>",[],[],False,[],,14,8,0,False,False,,[]
83,MarsWxReport,Mars Weather,786939553,783834196930244608,/MarsWxReport/status/783834196930244608,2016-10-06 01:00:10,1475715610,"Sol 1479 (Oct 03, 2016): Sunny, high 3C/37F, low -66C/-86F, pressure  at 8.9 hPa, daylight 05:30-17:44","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1479 (Oct 03, 2016): Sunny, high 3C/37F, low -66C/-86F, pressure  at 8.9 hPa, daylight 05:30-17:44</p>",[],[],False,[],,13,10,0,False,False,,[]
84,ezpainter,shelby hiatt,17123171,783723036495245312,/ezpainter/status/783723036495245312,2016-10-05 17:38:27,1475689107,"@MarsWxReport  Excerpt from a new Mars novel. In 2055 they jetpack, race rovers, & save the colony. https://kindlescout.amazon.com/p/2QXBWP8EOY1PH  Pls recommend.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>  Excerpt from a new Mars novel. In 2055 they jetpack, race rovers, &amp; save the colony. <a class=""twitter-timeline-link"" data-expanded-url=""https://kindlescout.amazon.com/p/2QXBWP8EOY1PH"" dir=""ltr"" href=""https://t.co/o3Sdfcljir"" rel=""nofollow noopener"" target=""_blank"" title=""https://kindlescout.amazon.com/p/2QXBWP8EOY1PH""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">kindlescout.amazon.com/p/2QXBWP8EOY1PH</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> Pls recommend.</p>",['https://kindlescout.amazon.com/p/2QXBWP8EOY1PH'],[],False,[],,0,0,0,False,False,,[]
85,maphilli14,Michael A. Phillips,2291300076,783430733713072128,/maphilli14/status/783430733713072128,2016-10-04 22:16:57,1475619417,"@MarsWxReport from Aug 27th, working the backlog off a shared computer is hard work! pic.twitter.com/KoQUisFTKC","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> from Aug 27th, working the backlog off a shared computer is hard work! <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KoQUisFTKC"">pic.twitter.com/KoQUisFTKC</a></p>",[],[],True,['https://pbs.twimg.com/media/Ct9ODHsWAAQYbLb.jpg'],,2,0,0,False,False,,[]
86,MarsWxReport,Mars Weather,786939553,783132919627935744,/MarsWxReport/status/783132919627935744,2016-10-04 02:33:32,1475548412,Air pressure drop in #Matthew direct hit on this @NHC_Atlantic buoy reminds of @MarsCuriosity @marsrovers measurements as dust devils passpic.twitter.com/BXSv0xZNB0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Air pressure drop in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Matthew?src=hash""><s>#</s><b>Matthew</b></a> direct hit on this <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""299798272"" dir=""ltr"" href=""/NHC_Atlantic""><s>@</s><b>NHC_Atlantic</b></a> buoy reminds of <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15165502"" dir=""ltr"" href=""/MarsRovers""><s>@</s><b>marsrovers</b></a> measurements as dust devils pass<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/BXSv0xZNB0"">pic.twitter.com/BXSv0xZNB0</a></p>",[],['Matthew'],True,"['https://pbs.twimg.com/media/Ct4_LuFWEAAdFKb.jpg', 'https://pbs.twimg.com/media/Ct4_LuXWAAEriB6.jpg']",,18,12,0,False,False,,[]
87,MarsWxReport,Mars Weather,786939553,783109422855794688,/MarsWxReport/status/783109422855794688,2016-10-04 01:00:10,1475542810,"Sol 1477 (Oct 01, 2016): Sunny, high 0C/32F, low -72C/-97F, pressure  at 8.88 hPa, daylight 05:29-17:43","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1477 (Oct 01, 2016): Sunny, high 0C/32F, low -72C/-97F, pressure  at 8.88 hPa, daylight 05:29-17:43</p>",[],[],False,[],,7,4,0,False,False,,[]
88,MarsWxReport,Mars Weather,786939553,782022259569364993,/MarsWxReport/status/782022259569364993,2016-10-01 01:00:10,1475283610,"Sol 1474 (Sep 28, 2016): Sunny, high 2C/35F, low -68C/-90F, pressure  at 8.89 hPa, daylight 05:28-17:41","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1474 (Sep 28, 2016): Sunny, high 2C/35F, low -68C/-90F, pressure  at 8.89 hPa, daylight 05:28-17:41</p>",[],[],False,[],,13,8,3,True,False,,[]
89,Stormdesk,Kyle @Stormdesk,20629966,781298794017292290,/Stormdesk/status/781298794017292290,2016-09-29 01:05:22,1475111122,"#MarsWX RT @MarsWxReport: Sol 1471 (Sep 25, 2016): Sunny, high 4C/39F, low -71C/-95F, pressure  at 8.8 hPa, daylight 05:27-17:40","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MarsWX?src=hash""><s>#</s><b>MarsWX</b></a> RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Sol 1471 (Sep 25, 2016): Sunny, high 4C/39F, low -71C/-95F, pressure  at 8.8 hPa, daylight 05:27-17:40</p>",[],['MarsWX'],False,[],,0,0,0,False,True,781297480805724160,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
90,MarsWxReport,Mars Weather,786939553,781297480805724160,/MarsWxReport/status/781297480805724160,2016-09-29 01:00:09,1475110809,"Sol 1471 (Sep 25, 2016): Sunny, high 4C/39F, low -71C/-95F, pressure  at 8.8 hPa, daylight 05:27-17:40","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1471 (Sep 25, 2016): Sunny, high 4C/39F, low -71C/-95F, pressure  at 8.8 hPa, daylight 05:27-17:40</p>",[],[],False,[],,13,8,1,True,False,,[]
91,MarsWxReport,Mars Weather,786939553,780935093778952192,/MarsWxReport/status/780935093778952192,2016-09-28 01:00:10,1475024410,"Sol 1472 (Sep 26, 2016): Sunny, high 5C/41F, low -68C/-90F, pressure  at 8.79 hPa, daylight 05:27-17:40","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1472 (Sep 26, 2016): Sunny, high 5C/41F, low -68C/-90F, pressure  at 8.79 hPa, daylight 05:27-17:40</p>",[],[],False,[],,12,5,0,False,False,,[]
92,ajjonesie,Ajay Jonesie,39670185,780782026374930436,/ajjonesie/status/780782026374930436,2016-09-27 14:51:55,1474987915,"I'll do u 1 better, last week of Aug, 1st week of Sept, all above freezing @MarsWxReport  A balmy 44º avg.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'll do u 1 better, last week of Aug, 1st week of Sept, all above freezing <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>  A balmy 44º avg.</p>",[],[],False,[],,0,0,0,False,True,780573246538129408,"[{'screen_name': 'PlanetaryKeri', 'user_id': '296462011'}, {'screen_name': 'MarsCuriosity', 'user_id': '15473958'}]"
93,MarsWxReport,Mars Weather,786939553,780572707557478400,/MarsWxReport/status/780572707557478400,2016-09-27 01:00:10,1474938010,"Sol 1469 (Sep 23, 2016): Sunny, high 1C/33F, low -72C/-97F, pressure  at 8.81 hPa, daylight 05:26-17:39","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1469 (Sep 23, 2016): Sunny, high 1C/33F, low -72C/-97F, pressure  at 8.81 hPa, daylight 05:26-17:39</p>",[],[],False,[],,11,7,0,False,False,,[]
94,MarsWxReport,Mars Weather,786939553,779123156309020672,/MarsWxReport/status/779123156309020672,2016-09-23 01:00:10,1474592410,"Sol 1467 (Sep 21, 2016): Sunny, high -4C/24F, low -69C/-92F, pressure  at 8.77 hPa, daylight 05:25-17:38","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1467 (Sep 21, 2016): Sunny, high -4C/24F, low -69C/-92F, pressure  at 8.77 hPa, daylight 05:25-17:38</p>",[],[],False,[],,7,7,0,False,False,,[]
95,MarsWxReport,Mars Weather,786939553,778760769110315008,/MarsWxReport/status/778760769110315008,2016-09-22 01:00:10,1474506010,"Sol 1466 (Sep 20, 2016): Sunny, high -6C/21F, low -67C/-88F, pressure  at 8.73 hPa, daylight 05:25-17:37","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1466 (Sep 20, 2016): Sunny, high -6C/21F, low -67C/-88F, pressure  at 8.73 hPa, daylight 05:25-17:37</p>",[],[],False,[],,10,6,0,False,False,,[]
96,dcaldwell1906,dNiCe,626922075,778420006132391936,/dcaldwell1906/status/778420006132391936,2016-09-21 02:26:06,1474424766,looks like I've been there before lol,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">looks like I've been there before lol</p>",[],[],False,[],,1,0,0,False,True,778417392527503360,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}, {'screen_name': 'NASAJPL', 'user_id': '19802879'}, {'screen_name': 'exploreplanets', 'user_id': '194347664'}]"
97,JayBirdOne,Jay Love,323430890,778418309205110784,/JayBirdOne/status/778418309205110784,2016-09-21 02:19:21,1474424361,See you first thing in the morning or not.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">See you first thing in the morning or not.</p>",[],[],False,[],,0,0,0,False,True,778417392527503360,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}, {'screen_name': 'NASAJPL', 'user_id': '19802879'}, {'screen_name': 'exploreplanets', 'user_id': '194347664'}]"
98,MarsWxReport,Mars Weather,786939553,778417392527503360,/MarsWxReport/status/778417392527503360,2016-09-21 02:15:43,1474424143,"Goodnight Mars
Goodnight moon
Goodnight rusty Martian dunes

(image by @NASAJPL , poetry by @exploreplanets)pic.twitter.com/AXqyYIzMPO","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Goodnight Mars
Goodnight moon
Goodnight rusty Martian dunes

(image by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19802879"" dir=""ltr"" href=""/NASAJPL""><s>@</s><b>NASAJPL</b></a> , poetry by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""194347664"" dir=""ltr"" href=""/exploreplanets""><s>@</s><b>exploreplanets</b></a>)<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AXqyYIzMPO"">pic.twitter.com/AXqyYIzMPO</a></p>",[],[],True,['https://pbs.twimg.com/media/Cs1-eNsWIAEUtoA.jpg'],,37,23,2,True,False,,[]
99,MarsWxReport,Mars Weather,786939553,778398378862399488,/MarsWxReport/status/778398378862399488,2016-09-21 01:00:10,1474419610,"Sol 1465 (Sep 19, 2016): Sunny, high -3C/26F, low -68C/-90F, pressure  at 8.7 hPa, daylight 05:25-17:37","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 1465 (Sep 19, 2016): Sunny, high -3C/26F, low -68C/-90F, pressure  at 8.7 hPa, daylight 05:25-17:37</p>",[],[],False,[],,9,6,0,False,False,,[]
100,MarsWxReport,Mars Weather,786939553,319886056986120192,/MarsWxReport/status/319886056986120192,2013-04-04 18:55:53,1365101753,TV mets: Mars Sun conjunction and its effect the rovers is a great excuse for a little more science in your wxcasts http://www.jpl.nasa.gov/news/news.php?release=2013-108 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">TV mets: Mars Sun conjunction and its effect the rovers is a great excuse for a little more science in your wxcasts <a class=""twitter-timeline-link"" data-expanded-url=""http://www.jpl.nasa.gov/news/news.php?release=2013-108"" dir=""ltr"" href=""http://t.co/KdiKkaR7fr"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.jpl.nasa.gov/news/news.php?release=2013-108""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">jpl.nasa.gov/news/news.php?</span><span class=""invisible"">release=2013-108</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['http://www.jpl.nasa.gov/news/news.php?release=2013-108'],[],False,[],,0,6,0,False,False,,[]
101,MarsWxReport,Mars Weather,786939553,319875845676232704,/MarsWxReport/status/319875845676232704,2013-04-04 18:15:19,1365099319,Mars weather reports will be silent for a couple of weeks while the Sun blocks the path between Earth & Mars  http://www.jpl.nasa.gov/news/news.php?release=2013-108 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mars weather reports will be silent for a couple of weeks while the Sun blocks the path between Earth &amp; Mars  <a class=""twitter-timeline-link"" data-expanded-url=""http://www.jpl.nasa.gov/news/news.php?release=2013-108"" dir=""ltr"" href=""http://t.co/KdiKkaR7fr"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.jpl.nasa.gov/news/news.php?release=2013-108""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">jpl.nasa.gov/news/news.php?</span><span class=""invisible"">release=2013-108</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['http://www.jpl.nasa.gov/news/news.php?release=2013-108'],[],False,[],,2,8,0,False,False,,[]
102,MarsWxReport,Mars Weather,786939553,319211411731533828,/MarsWxReport/status/319211411731533828,2013-04-02 22:15:05,1364940905,"Sol 232 (Apr 1, 2013): Sunny, high 1.95C/35F, low -68.99C/-92F, pressure  at 8.8832 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 232 (Apr 1, 2013): Sunny, high 1.95C/35F, low -68.99C/-92F, pressure  at 8.8832 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm</p>",[],[],False,[],,2,7,0,False,False,,[]
103,MacDiva,Chrys Wu,9464552,319084400539217922,/MacDiva/status/319084400539217922,2013-04-02 13:50:24,1364910624,RT @knowtheory: Wat. Some science folks who work on @MarsCuriosity set up a Martian weather report: @marswxreport so awesome.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14227842"" dir=""ltr"" href=""/knowtheory""><s>@</s><b>knowtheory</b></a>: Wat. Some science folks who work on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a> set up a Martian weather report: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>marswxreport</strong></b></a> so awesome.</p>",[],[],False,[],,0,0,0,False,False,,[]
104,knowtheory,Ted Han ★,14227842,319084167650476033,/knowtheory/status/319084167650476033,2013-04-02 13:49:28,1364910568,Wat. Some science folks who work on @MarsCuriosity set up a Martian weather report: @marswxreport so awesome.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Wat. Some science folks who work on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a> set up a Martian weather report: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>marswxreport</strong></b></a> so awesome.</p>",[],[],False,[],,1,3,0,False,False,,[]
105,MarsWxReport,Mars Weather,786939553,318875448614469633,/MarsWxReport/status/318875448614469633,2013-04-02 00:00:06,1364860806,"Sol 231 (Mar 31, 2013): Sunny, high 1.73C/35F, low -70.95C/-95F, pressure  at 8.907 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 231 (Mar 31, 2013): Sunny, high 1.73C/35F, low -70.95C/-95F, pressure  at 8.907 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm</p>",[],[],False,[],,1,3,0,False,False,,[]
106,rickasaurus,Richard Minerich,16377511,318865899127967744,/rickasaurus/status/318865899127967744,2013-04-01 23:22:09,1364858529,"Also, check out: @marswxreport","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Also, check out: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>marswxreport</strong></b></a></p>",[],[],False,[],,0,0,0,False,False,,[]
107,MarsWxReport,Mars Weather,786939553,318063844830363648,/MarsWxReport/status/318063844830363648,2013-03-30 18:15:04,1364667304,"Sol 229 (Mar 29, 2013): Sunny, high 1.39C/34F, low -69.26C/-92F, pressure  at 8.946 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 229 (Mar 29, 2013): Sunny, high 1.39C/34F, low -69.26C/-92F, pressure  at 8.946 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm</p>",[],[],False,[],,3,7,0,False,False,,[]
108,MarsWxReport,Mars Weather,786939553,317746765073891328,/MarsWxReport/status/317746765073891328,2013-03-29 21:15:06,1364591706,"Sol 228 (Mar 28, 2013): Sunny, high 2.03C/35F, low -70.65C/-95F, pressure  at 8.9427 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 228 (Mar 28, 2013): Sunny, high 2.03C/35F, low -70.65C/-95F, pressure  at 8.9427 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm</p>",[],[],False,[],,0,3,0,False,False,,[]
109,MarsWxReport,Mars Weather,786939553,317369267408498688,/MarsWxReport/status/317369267408498688,2013-03-28 20:15:04,1364501704,"Sol 227 (Mar 27, 2013): Sunny, high 4.89C/40F, low -70.5C/-94F, pressure  at 8.929 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 227 (Mar 27, 2013): Sunny, high 4.89C/40F, low -70.5C/-94F, pressure  at 8.929 hPa, wind E at 7.2kmh/4.5mph, daylight 6am-5pm</p>",[],[],False,[],,3,9,0,False,False,,[]
110,PlanetaryKeri,Keri Bean,296462011,317344876473769984,/PlanetaryKeri/status/317344876473769984,2013-03-28 18:38:09,1364495889,Just a friendly reminder you can get up to date weather info from @MarsCuriosity at @MarsWxReport! #MSL #Curiosity,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Just a friendly reminder you can get up to date weather info from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a> at <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MSL?src=hash""><s>#</s><b>MSL</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Curiosity?src=hash""><s>#</s><b>Curiosity</b></a></p>",[],"['MSL', 'Curiosity']",False,[],,1,0,0,False,False,,[]
